,S. No.,Timestamp,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Playstyle,accept,GAD_T,SWL_T,SPIN_T
2933,3084,2015-02-19 16:56:04,1,0,1,1,0,2,0,Not difficult at all,2,4,5,3,1,PC,10,I play for fun,improving,Silver,0,0,3,4,4,4,4,1,4,4,4,4,4,1,4,4,1,0,4,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,5,15,50
2934,3085,2015-02-19 16:56:04,3,3,3,3,0,2,2,Extremely difficult,2,4,4,4,4,PC,18,I play for fun,having fun,StarCraft 2 - Diamond,3,1,2,2,3,3,4,1,2,3,1,4,2,1,3,3,1,2,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,16,18,38
2936,3087,2015-02-19 16:56:06,1,3,3,3,0,0,3,Very difficult,3,3,5,2,1,PC,10,I play for fun,relaxing,silver,2,1,1,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,Male,27,Employed,Multiplayer - online - with real life friends,Accept,13,14,7
2937,3088,2015-02-19 16:56:07,1,0,0,0,0,1,0,Not difficult at all,5,6,6,5,6,PC,15,I play for fun,having fun,silver 4,11,2,1,0,2,0,0,1,0,1,1,2,0,0,1,0,0,0,2,Male,18,Student at school,Multiplayer - online - with strangers,Accept,2,28,11
2938,3089,2015-02-19 16:56:07,0,0,0,1,0,1,0,Not difficult at all,3,3,5,5,2,PC,20,I play for fun,having fun,gold,5,1,0,1,1,0,1,0,0,1,1,0,0,0,2,2,0,0,2,Male,25,Student at college / university,Multiplayer - online - with strangers,Accept,2,18,10
2942,3093,2015-02-19 16:56:12,0,0,1,0,0,1,1,Somewhat difficult,3,5,5,4,1,PC,15,I play for fun,relaxing,"current season not, season 4 gold",10,0,1,2,1,0,0,0,3,1,1,3,1,0,2,2,0,1,2,Female,23,Student at college / university,Multiplayer - online - with strangers,Accept,3,18,18
2944,3095,2015-02-19 16:56:17,0,0,2,1,0,1,3,Not difficult at all,2,4,1,5,1,PC,22,I play for fun,having fun,gold,13,0,3,1,4,0,1,2,2,1,0,4,0,0,3,2,0,1,3,Male,23,Student at college / university,pretty much balanced of all you listed,Accept,7,13,24
2945,3096,2015-02-19 16:56:18,1,0,1,0,1,0,0,Not difficult at all,6,6,6,7,5,PC,20,I play for fun,all above,Silver 4,10,1,1,0,1,0,0,0,0,2,0,3,0,0,1,1,0,0,1,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,3,30,10
2946,3097,2015-02-19 16:56:18,1,0,0,2,0,1,0,Somewhat difficult,5,5,5,4,2,PC,8,I play for fun,having fun,Gold,6,2,1,1,1,1,1,0,0,1,1,3,1,2,2,0,1,1,1,Male,22,Student at college / university,Multiplayer - online - with real life friends,Accept,4,21,19
2947,3098,2015-02-19 16:56:19,1,1,1,1,0,1,2,Somewhat difficult,7,5,5,5,7,PC,14,I play for fun,having fun,Unraked. ( Platinum 1 last Season),1,2,0,2,3,2,3,1,3,3,1,3,0,0,2,2,1,1,2,Male,23,Student at college / university,Multiplayer - online - with strangers,Accept,7,29,29
2949,3100,2015-02-19 16:56:20,0,0,1,0,0,1,1,Not difficult at all,6,6,6,4,2,PC,35,I play for fun,winning,Silver,10,2,2,2,1,1,2,2,2,2,1,4,0,0,1,2,0,0,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,3,24,24
2951,3102,2015-02-19 16:56:25,1,0,0,0,0,0,1,Not difficult at all,2,5,4,3,7,PC,20,I play for fun,improving,"Gold 1, High platinum season 4",5,1,4,1,1,1,1,1,0,0,0,0,0,0,1,2,0,0,2,Male,21,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,2,21,13
2952,3103,2015-02-19 16:56:26,0,1,1,3,1,2,2,Somewhat difficult,2,2,1,1,1,PC,20,I play for fun,improving,Silver 5,7,1,1,1,3,2,4,1,4,0,1,1,0,0,1,1,2,1,3,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,10,7,24
2953,3104,2015-02-19 16:56:26,3,3,3,3,3,3,3,Extremely difficult,1,2,1,1,2,PC,10,I play for fun,relaxing,platinum,3,1,1,3,2,2,2,1,2,2,2,2,4,4,2,4,0,1,1,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,21,7,35
2954,3105,2015-02-19 16:56:29,1,0,0,0,0,2,0,Somewhat difficult,1,2,2,3,2,PC,16,I play for fun,winning,Unranked,25,2,1,3,3,3,3,2,3,3,2,3,4,2,3,4,1,2,3,Male,22,Employed,Multiplayer - online - with strangers,Accept,3,10,44
2955,3106,2015-02-19 16:56:26,0,0,1,0,0,1,0,Somewhat difficult,5,6,3,2,2,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Platinum 3,15,2,1,3,4,0,3,3,3,2,2,3,0,0,1,2,2,1,2,Male,23,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,2,18,32
2957,3108,2015-02-19 16:56:32,0,0,1,1,0,1,0,Somewhat difficult,4,4,4,2,3,PC,20,I play for fun,relaxing,Platinium I,3,2,3,4,3,3,3,1,2,3,4,3,1,1,1,3,1,0,3,Male,24,Employed,Multiplayer - online - with strangers,Accept,3,17,38
2958,3109,2015-02-19 16:56:37,2,3,3,2,0,1,1,Very difficult,4,3,2,5,4,PC,60,I play for fun,having fun,Unranked,6,2,0,4,4,1,3,4,4,2,3,4,1,2,2,2,1,0,2,Female,22,Unemployed / between jobs,Singleplayer,Accept,12,18,39
2959,3110,2015-02-19 16:56:41,0,0,0,0,1,0,1,Not difficult at all,6,6,5,5,5,PC,10,I play for fun,improving,Plat,34,0,1,1,1,2,1,0,2,0,0,1,1,0,0,0,0,0,1,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,2,27,10
2960,3111,2015-02-19 16:56:42,0,0,1,0,0,1,0,Not difficult at all,6,6,6,5,3,PC,14,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Grandmaster,20,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,3,Male,18,Employed,Multiplayer - online - with strangers,Accept,2,26,7
2961,3112,2015-02-19 16:56:42,1,1,1,0,0,0,1,Not difficult at all,4,3,3,3,4,PC,10,I play for fun,improving,Gold 1,2,0,0,0,1,1,2,2,1,0,0,1,0,0,0,1,0,0,2,Male,20,Employed,Multiplayer - online - with real life friends,Accept,4,17,9
2962,3113,2015-02-19 16:56:43,0,0,3,2,0,1,0,Not difficult at all,5,4,6,5,3,PC,21,I play for fun,improving,Gold,20,0,2,0,1,0,0,2,3,3,0,0,0,4,3,1,0,0,1,Male,18,Student at school,Singleplayer,Accept,6,23,19
2963,3115,2015-02-19 16:56:55,1,1,1,2,1,3,1,Somewhat difficult,3,5,3,3,3,PC,18,I play for fun,fun and relaxing,Gold,4,1,2,0,1,1,1,0,0,1,1,0,2,1,0,2,1,0,2,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,10,17,14
2964,3116,2015-02-19 16:56:58,0,0,0,1,0,1,0,Somewhat difficult,2,2,4,3,3,PC,25,I play for fun,having fun,Plat 2,6,1,2,0,1,0,0,1,0,1,0,2,0,0,1,1,0,1,1,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,2,14,11
2965,3117,2015-02-19 16:57:01,1,2,3,1,1,2,3,Somewhat difficult,2,5,2,2,3,PC,2,I play for fun,having fun,Gold I,2,2,1,1,2,1,2,0,3,4,0,2,1,0,1,3,2,1,3,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,13,14,26
2968,3120,2015-02-19 16:57:05,1,1,1,0,0,0,0,Not difficult at all,6,6,7,5,6,PC,14,I play for fun,having fun,-,14,1,0,1,2,0,1,0,0,0,0,0,0,1,1,3,0,1,2,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,3,30,11
2970,3122,2015-02-19 16:57:10,1,0,0,0,1,1,0,Very difficult,5,4,5,3,4,PC,20,I play for fun,improving,silver,24,3,2,3,3,1,2,2,1,3,1,3,2,1,3,2,2,2,2,Male,20,Student at college / university,Multiplayer - online - with strangers,Accept,3,21,36
2972,3124,2015-02-19 16:57:12,0,0,0,0,0,1,0,Not difficult at all,3,3,3,6,2,PC,35,I play for fun,winning,gold 3,3,1,2,1,3,3,2,1,3,1,1,1,1,0,1,1,3,1,2,Male,20,Student at college / university,Multiplayer - online - with real life friends,Accept,1,17,26
2973,3125,2015-02-19 16:57:15,0,0,0,0,0,1,1,Not difficult at all,6,6,6,4,6,PC,10,I play for fun,having fun,Gold,5,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,2,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,2,28,6
2974,3126,2015-02-19 16:57:15,0,1,1,2,3,3,2,Not difficult at all,5,5,4,3,4,PC,4,I play for fun,having fun,diamond,2,0,0,0,0,1,0,2,3,2,0,3,2,0,1,0,0,1,1,Male,24,Student at college / university,Multiplayer - online - with real life friends,Accept,12,21,15
2975,3127,2015-02-19 16:57:17,2,3,3,2,0,3,1,Very difficult,4,5,2,5,1,PC,50,I play for fun,winning,Gold III,10,1,3,2,3,4,3,1,1,2,1,2,1,2,3,1,0,1,2,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,14,17,31
2976,3128,2015-02-19 16:57:20,0,0,1,1,2,1,0,Not difficult at all,5,6,5,4,5,PC,13,I play for fun,having fun,Silver,2,0,0,0,1,2,1,1,0,0,1,3,2,0,1,0,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,5,25,12
2977,3129,2015-02-19 16:57:20,0,0,0,1,3,0,0,Somewhat difficult,3,5,4,5,2,PC,15,I play for fun,having fun,gold,30,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,2,Male,25,Employed,Multiplayer - online - with strangers,Accept,4,19,7
2980,3132,2015-02-19 16:57:29,0,0,0,0,0,0,0,Not difficult at all,4,4,4,4,5,PC,8,I play for fun,having fun,Gold,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,0,21,4
2981,3133,2015-02-19 16:57:40,1,0,2,0,0,0,0,Not difficult at all,5,5,6,4,4,PC,16,I play for fun,improving,silver,15,2,1,2,1,2,2,0,1,1,1,1,0,0,0,1,0,0,2,Male,19,Student at school,Multiplayer - online - with real life friends,Accept,3,24,15
2982,3134,2015-02-19 16:57:47,2,0,2,0,0,2,2,Not difficult at all,2,2,5,5,2,PC,20,I play for fun,winning,Gold,15,1,2,2,2,1,2,0,1,2,1,4,0,0,1,2,0,1,3,Male,23,Employed,Multiplayer - online - with strangers,Accept,8,16,22
2985,3137,2015-02-19 16:57:54,1,1,0,0,0,2,1,Somewhat difficult,6,5,6,6,7,PC,20,I play for fun,having fun,Silver 4,6,1,2,3,2,1,2,2,3,1,0,1,1,0,2,2,1,1,1,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,5,30,25
2986,3138,2015-02-19 16:57:54,1,0,1,1,1,2,0,Not difficult at all,6,6,3,3,4,PC,10,I play for fun,having fun,Silver 4,2,2,0,3,2,0,1,0,4,2,0,2,0,0,2,0,0,0,2,Male,18,Student at school,Multiplayer - online - with strangers,Accept,6,22,18
2987,3139,2015-02-19 16:57:56,2,2,1,3,1,1,1,Somewhat difficult,2,1,2,4,4,PC,35,I play for fun,improving,diamond,14,2,1,2,2,1,1,1,4,3,1,2,0,1,2,0,2,1,1,Male,22,Student at college / university,Multiplayer - online - with strangers,Accept,11,13,26
2990,3142,2015-02-19 16:58:03,3,0,0,3,0,1,0,Very difficult,7,5,6,6,1,PC,6,I play for fun,improving,Gold,20,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,Male,31,Employed,Multiplayer - online - with strangers,Accept,7,25,6
2991,3143,2015-02-19 16:58:07,2,0,1,0,0,2,0,Somewhat difficult,4,5,4,2,1,PC,10,I play for fun,winning,Silver,4,2,3,2,1,4,4,4,1,4,1,4,3,1,4,4,4,1,4,Male,19,Student at college / university,Singleplayer,Accept,5,16,47
2992,3144,2015-02-19 16:58:09,1,0,1,0,0,1,0,Not difficult at all,6,2,5,6,2,PC,30,I play for fun,having fun,Platinum,20,1,3,2,4,3,3,2,2,3,3,4,2,1,3,2,0,0,2,Male,23,Student at college / university,Multiplayer - online - with strangers,Accept,3,21,38
2993,3145,2015-02-19 16:58:10,1,0,1,0,0,0,0,Somewhat difficult,3,6,4,3,3,PC,25,I play for fun,having fun,gold 3 ,5,1,0,1,1,2,2,1,1,1,0,0,2,0,1,2,1,0,3,Male,23,Employed,Multiplayer - online - with real life friends,Accept,2,19,16
2995,3147,2015-02-19 16:58:19,0,0,3,3,1,3,3,Somewhat difficult,1,2,2,1,1,PC,15,I play for fun,winning,Gold II,20,1,3,4,4,4,4,0,4,4,4,4,4,0,4,4,2,1,5,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,13,7,51
2996,3148,2015-02-19 16:58:21,0,0,0,0,0,1,0,Somewhat difficult,3,3,4,3,2,PC,30,I play for fun,having fun,Platinum IV,5,0,0,1,1,1,0,4,0,0,0,1,0,0,2,3,0,4,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,1,15,17
2997,3149,2015-02-19 16:58:24,1,0,2,1,1,1,1,Very difficult,2,4,4,3,3,PC,35,I play for fun,relaxing,S2,15,0,2,0,0,1,0,2,1,0,0,0,1,2,0,0,0,1,3,Male,21,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,7,16,10
2998,3150,2015-02-19 16:58:24,0,1,1,0,1,3,0,Not difficult at all,6,7,6,5,7,PC,20,I play for fun,improving,Silver 2,3,0,1,1,0,3,2,1,2,0,0,0,2,0,0,1,0,0,4,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,6,31,13
2999,3151,2015-02-19 16:58:25,0,0,0,0,0,0,0,Not difficult at all,3,6,5,5,3,PC,20,I play for fun,improving,Diamond I,8,0,0,0,2,2,3,0,1,1,0,0,0,0,1,3,0,1,1,Male,21,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,0,22,14
3000,3152,2015-02-19 16:58:25,1,0,2,0,0,0,2,Somewhat difficult,4,6,6,5,3,PC,20,I play for fun,improving,Platinum,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Male,25,Student at college / university,Multiplayer - online - with real life friends,Accept,5,24,0
3001,3153,2015-02-19 16:58:26,1,0,0,0,0,0,0,Not difficult at all,6,6,6,5,4,PC,8,I play for fun,having fun,Silver 5,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,Male,19,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,1,27,4
3002,3154,2015-02-19 16:58:26,1,0,0,1,0,1,0,Somewhat difficult,3,3,4,4,2,PC,40,I play for fun,improving,Plat 2,20,0,2,1,1,0,1,1,1,1,0,0,0,0,1,2,0,1,1,Male,21,Student at college / university,Multiplayer - online - with strangers,Accept,3,16,12
3003,3155,2015-02-19 16:58:29,1,0,0,1,1,1,0,Not difficult at all,5,7,6,5,3,PC,16,I play for fun,winning,Plat 5,1,1,1,2,4,0,1,1,4,3,2,3,0,0,1,0,0,1,3,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,4,26,24
3004,3156,2015-02-19 16:58:30,0,0,0,0,0,1,0,Not difficult at all,6,7,7,6,6,PC,22,I play for fun,improving,Plat 4,6,0,0,0,0,1,1,1,0,1,0,3,0,0,0,2,0,2,3,Male,18,Student at college / university,Multiplayer - online - with strangers,Accept,1,32,11
3005,3157,2015-02-19 16:58:31,0,0,0,0,0,0,0,Not difficult at all,6,6,6,6,2,PC,30,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Gold 1,6,2,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,1,Male,18,Student at college / university,Multiplayer - online - with real life friends,Accept,0,26,8
3008,3160,2015-02-19 16:58:38,0,0,0,0,0,1,0,Not difficult at all,5,6,6,6,5,PC,14,I play for fun,having fun,Silver,3,1,0,2,0,2,2,2,0,3,0,3,1,0,1,1,1,1,1,Male,18,Student at school,Multiplayer - online - with online acquaintances or teammates,Accept,1,28,20
3010,3163,2015-02-19 16:58:40,0,0,0,0,1,0,0,Somewhat difficult,5,7,6,5,5,PC,50,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Diamond V,1,1,2,1,3,2,4,3,3,3,1,4,3,1,2,4,2,2,1,Male,19,Unemployed / between jobs,Multiplayer - online - with real life friends,Accept,1,28,41
3011,3164,2015-02-19 16:58:43,2,1,3,1,2,1,2,Somewhat difficult,2,4,1,1,1,PC,21,I play for fun,improving,Platinum,3,1,0,2,1,1,3,2,2,1,1,3,1,1,2,2,0,1,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,12,9,24
3013,3166,2015-02-19 16:58:45,1,0,0,0,0,0,0,Somewhat difficult,4,6,5,1,6,PC,20,I play for fun,improving,Platinum,15,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,Male,23,Unemployed / between jobs,Multiplayer - online - with online acquaintances or teammates,Accept,1,22,3
3014,3167,2015-02-19 16:58:45,1,2,1,0,0,0,0,Somewhat difficult,5,6,6,5,4,PC,20,I play for fun,improving,Silver 1,20,1,1,1,1,1,2,0,0,0,1,1,4,0,2,3,1,0,2,Male,26,Employed,Multiplayer - online - with real life friends,Accept,4,26,19
3015,3168,2015-02-19 16:58:45,0,0,0,0,0,1,0,Not difficult at all,7,7,7,5,2,PC,30,I play for fun,improving,Platin 4,30,0,1,0,2,0,0,0,2,0,2,0,0,1,2,1,0,0,3,Male,26,Employed,Multiplayer - online - with online acquaintances or teammates,Accept,1,28,11
3018,3171,2015-02-19 16:58:49,2,3,3,2,0,1,2,Very difficult,2,5,3,4,3,PC,45,I play for fun,having fun,Silver,20,1,4,4,3,2,4,4,4,4,3,4,2,3,3,4,1,4,1,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,13,17,54
3020,3173,2015-02-19 16:58:52,0,0,0,0,0,0,0,Not difficult at all,5,6,6,4,3,PC,14,I play for fun,having fun,Last season diamond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Male,18,Student at school,Multiplayer - online - with real life friends,Accept,0,24,0
3021,3174,2015-02-19 16:58:55,1,1,1,3,2,1,0,Not difficult at all,4,4,5,6,2,PC,20,I play for fun,improving,Silver,10,1,3,2,3,2,3,3,3,4,2,4,2,3,3,3,2,3,3,Male,19,Student at college / university,Multiplayer - online - with strangers,Accept,9,21,46
3023,3176,2015-02-19 16:58:56,0,0,1,1,0,0,0,Not difficult at all,3,5,6,5,3,PC,28,I play for fun,having fun,Unranked,5,0,1,1,0,1,0,0,0,1,0,3,0,0,1,0,0,0,2,Male,30,Employed,Multiplayer - online - with real life friends,Accept,2,22,8
3024,3177,2015-02-19 16:58:58,0,0,1,0,0,1,0,Not difficult at all,3,3,3,3,3,PC,25,I play for fun,having fun,diamond,14,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,Male,22,Student at college / university,Multiplayer - online - with real life friends,Accept,2,15,5
3025,3178,2015-02-19 16:58:58,1,0,1,2,0,1,0,Not difficult at all,2,5,3,2,2,PC,10,I play for fun,improving,gold 4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Male,27,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,5,14,0
3026,3179,2015-02-19 16:58:58,0,0,0,0,0,1,0,Not difficult at all,6,7,6,7,6,PC,50,I play for fun,improving,Diamond 5,10,0,2,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,1,Male,20,Unemployed / between jobs,Multiplayer - online - with strangers,Accept,1,32,9
3027,3180,2015-02-19 16:59:00,0,1,2,0,0,1,1,Not difficult at all,3,3,5,2,2,PC,50,I play for fun,improving,Platinum 4,5,0,0,0,0,1,0,0,1,0,0,0,3,0,0,3,0,0,4,Male,19,Student at school,Multiplayer - online - with real life friends,Accept,5,15,8
3028,3181,2015-02-19 16:59:03,0,1,1,0,0,0,0,Somewhat difficult,2,2,2,3,2,PC,5,I play for fun,having fun,Not applicable,5,0,3,2,2,3,2,1,2,2,0,1,1,1,2,1,0,1,1,Female,20,Student at college / university,Multiplayer - online - with real life friends,Accept,2,11,24
3029,3182,2015-02-19 16:59:05,1,0,0,1,0,1,0,Not difficult at all,6,6,7,6,7,PC,20,I play for fun,having fun,Silver 1,0,2,1,1,3,2,3,3,1,0,2,0,1,0,1,0,1,2,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,3,32,23
3030,3183,2015-02-19 16:59:09,2,1,2,1,0,2,1,Somewhat difficult,5,6,6,6,5,PC,25,I play for fun,improving,Silver 3,20,0,1,3,0,0,2,0,3,2,1,4,0,0,0,0,0,0,3,Male,19,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,9,28,16
3031,3184,2015-02-19 16:59:09,0,0,1,0,0,0,0,Not difficult at all,4,4,6,6,7,PC,3,I play for fun,improving,silver 5,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,Male,23,Student at college / university,Multiplayer - online - with real life friends,Accept,1,27,4
3032,3185,2015-02-19 16:59:10,0,1,2,3,0,3,1,Very difficult,1,2,1,2,3,PC,40,I play for fun,winning,Gold 4,5,1,1,1,4,0,2,1,3,2,2,4,1,1,4,4,2,4,4,Male,18,Student at school,Multiplayer - online - with strangers,Accept,10,9,37
3033,3186,2015-02-19 16:59:11,3,2,2,1,2,3,2,Very difficult,2,2,5,4,2,PC,30,I play for fun,improving,Bronze 1,10,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,Female,18,Student at college / university,Multiplayer - online - with strangers,Accept,15,15,48
3034,3187,2015-02-19 16:59:13,0,1,1,0,0,1,0,Not difficult at all,5,5,4,3,3,PC,30,I play for fun,having fun,Plat 1,5,1,0,1,2,0,2,2,1,1,1,1,0,0,1,0,0,0,2,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,3,20,13
3036,3189,2015-02-19 16:59:16,0,0,0,0,0,0,0,Not difficult at all,4,4,4,2,6,PC,25,I play for fun,having fun,Diamond 5,2,2,0,0,2,2,2,0,0,0,0,3,1,0,1,0,0,0,1,Male,19,Student at college / university,Multiplayer - online - with real life friends,Accept,0,20,13
3037,3190,2015-02-19 16:59:16,3,3,3,3,3,3,3,Very difficult,1,1,1,1,1,PC,80,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Masters,10,3,4,1,1,3,1,4,0,0,1,1,1,0,3,4,3,4,3,Male,21,Employed,Multiplayer - online - with strangers,Accept,21,5,34
3039,3192,2015-02-19 16:59:23,1,0,0,0,0,0,0,Not difficult at all,6,7,6,2,3,PC,25,I play for fun,improving,Diamond 3,0,2,0,1,0,1,2,3,3,1,0,0,0,0,3,0,0,0,1,Male,22,Student at college / university,Multiplayer - online - with online acquaintances or teammates,Accept,1,24,16
3040,3193,2015-02-19 16:59:23,0,0,0,0,1,0,1,Not difficult at all,6,6,6,7,6,PC,7,I play for fun,improving,Gold 3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,Male,18,Student at school,Multiplayer - online - with strangers,Accept,2,31,4
3041,3194,2015-02-19 16:59:24,2,2,2,1,1,1,1,Somewhat difficult,2,3,2,2,2,PC,20,I play for fun,having fun,Gold,10,1,4,3,3,4,4,3,3,4,3,4,4,3,4,4,1,3,2,Male,21,Employed,Multiplayer - online - with strangers,Accept,10,11,55
3042,3195,2015-02-19 16:59:25,3,2,3,3,0,2,2,Somewhat difficult,2,2,2,4,3,PC,30,I play for fun,winning,Gold 5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,Male,35,Employed,Multiplayer - online - with strangers,Accept,15,13,4
3043,3196,2015-02-19 16:59:26,3,3,3,3,3,3,3,Very difficult,2,3,2,1,1,PC,22,I play for fun,improving,platnium,20,0,2,3,4,4,4,4,3,4,4,4,4,2,4,4,0,4,2,Male,18,Student at school,Multiplayer - online - with strangers,Accept,21,9,54
3044,3197,2015-02-19 16:59:29,0,1,2,0,0,1,0,Not difficult at all,2,2,2,3,1,PC,30,I play for fun,improving,Platinum 3,10,1,2,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,2,Male,24,Employed,Multiplayer - online - with real life friends,Accept,4,10,9
3045,3198,2015-02-19 16:59:35,1,1,1,0,0,0,0,Not difficult at all,3,3,6,3,6,PC,25,I play for fun,improving,Platinum IV,4,1,0,1,1,2,3,0,1,1,1,4,0,0,2,2,0,4,1,Male,18,Student at school,Multiplayer - online - with strangers,Accept,3,21,23
3046,3199,2015-02-19 16:59:41,1,0,1,0,0,2,0,Somewhat difficult,6,6,6,6,6,PC,30,I play for fun,relaxing,Silver,5,0,1,0,2,1,1,0,2,2,1,1,1,0,1,0,0,0,1,Male,29,Employed,Multiplayer - online - with strangers,Accept,4,30,13
3048,3201,2015-02-19 16:59:47,1,1,1,1,3,1,1,Not difficult at all,5,6,5,5,6,PC,21,I play for fun,having fun,Silver,3,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,1,1,1,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,9,27,37
3049,3202,2015-02-19 16:59:56,2,0,0,0,0,1,0,Somewhat difficult,5,7,6,4,7,PC,24,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,diamond 5,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,Male,19,Student at school,Multiplayer - online - with strangers,Accept,3,29,2
3052,3205,2015-02-19 17:00:01,1,0,0,1,0,1,2,Not difficult at all,6,7,5,5,5,PC,18,I play for fun,having fun,Gold,15,2,1,1,0,2,1,0,1,0,0,0,1,0,1,1,0,1,3,Male,21,Student at college / university,Multiplayer - online - with real life friends,Accept,5,28,12
